scenario,topology,phase,row_kind,category,bucket_tokens,decode_batch,latency_ms,sample_count,status,note,provenance
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,9,587.726685,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,10,587.782867,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,11,590.914612,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,12,588.953156,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,13,591.471497,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,14,589.627991,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,15,595.846069,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,16,591.645355,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,17,594.099304,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,18,596.033203,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,19,591.059326,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,20,591.797913,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,21,595.701843,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,22,599.805206,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,23,600.142456,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,24,600.388367,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,25,598.722900,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,26,603.413300,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,27,603.961609,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,28,603.565857,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,29,604.134735,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,30,603.996643,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,31,602.691620,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,32,606.759949,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,33,605.554260,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,34,608.106171,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,35,606.233032,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,36,607.616486,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,37,605.521637,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,38,606.116760,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,39,605.409637,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,40,603.551880,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,41,603.380341,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,42,603.765961,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,43,605.129089,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,44,605.154633,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,45,607.801331,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,46,607.562775,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,47,607.558838,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,48,609.422058,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,49,608.677521,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,50,608.768951,1288,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,51,609.767639,1064,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,52,608.359467,608,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,53,596.357635,368,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,54,606.369690,88,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,55,603.825958,128,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,56,601.628632,144,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,57,605.863800,96,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,58,603.747528,112,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,59,603.709290,120,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,60,603.945038,120,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,61,603.826569,104,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,62,603.447266,104,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,63,604.791260,88,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,64,603.495239,96,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,65,601.699738,64,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,66,604.928955,16,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
