source,row_type,scenario,artifact_dir,profiler_mode,nsys_available,trace_precision,window,trace_file,rank,step_index,step_type,ctx_tokens,gen_tokens,step_count,prefill_step_count,wall_ms_per_step,cuda_busy_ms_per_step,bubble_ms_per_step,category,category_real_ms_per_step,category_sim_ms_per_step,category_excess_ms_per_step,category_share_of_real_cuda,per_gpu_busy_ms,per_gpu_busy_ratio_to_mean,max_gpu_busy_ms,min_gpu_busy_ms,max_mean_busy_ratio,collective_wait_or_transfer_ms,serving_slow_kernel_ms,cpu_gap_ms,transfer_or_memcpy_ms,target_missing_ms,reconstructed_gap_ms,reconstruction_error_pct,reconstruction_gate,dominant_mechanism,phase434_target,precision_boundary,phase405_penalty_read,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,10,prefill_or_mixed,31992,8,192,80,3036.088617,3027.077601,9.011016,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,0,prefill_or_mixed,32000,0,192,80,2925.610293,2799.959645,125.650648,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,2,prefill_or_mixed,31999,1,192,80,4547.932604,4533.617036,14.315568,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,3,prefill_or_mixed,31999,1,192,80,4716.822036,4710.761909,6.060127,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,4,prefill_or_mixed,31998,2,192,80,4711.351231,4705.173636,6.177595,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,5,prefill_or_mixed,31997,3,192,80,4719.090350,4712.447058,6.643292,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,6,prefill_or_mixed,31996,4,192,80,4717.176998,4710.657453,6.519545,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,7,prefill_or_mixed,31995,5,192,80,4719.938445,4713.489959,6.448486,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,8,prefill_or_mixed,31994,6,192,80,4725.312600,4719.094861,6.217739,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,9,prefill_or_mixed,31993,7,192,80,6417.774093,6407.027077,10.747016,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp2_dcp0_ep2_rank2.1783355686128872212.pt.trace.json.gz,dp0_rank2,10,prefill_or_mixed,31992,8,192,80,3035.898059,3027.164860,8.733199,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,0,prefill_or_mixed,32000,0,192,80,2925.763922,2789.311836,136.452086,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,2,prefill_or_mixed,31999,1,192,80,4547.948952,4531.969023,15.979929,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,3,prefill_or_mixed,31999,1,192,80,4716.693480,4710.204219,6.489261,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,4,prefill_or_mixed,31998,2,192,80,4711.350197,4704.755701,6.594496,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,5,prefill_or_mixed,31997,3,192,80,4719.116247,4712.117129,6.999118,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,6,prefill_or_mixed,31996,4,192,80,4717.152257,4710.307555,6.844702,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,7,prefill_or_mixed,31995,5,192,80,4719.920658,4713.188359,6.732299,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,8,prefill_or_mixed,31994,6,192,80,4725.294572,4718.738736,6.555836,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,9,prefill_or_mixed,31993,7,192,80,6417.789129,6406.476290,11.312839,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp3_dcp0_ep3_rank3.1783355686187193758.pt.trace.json.gz,dp0_rank3,10,prefill_or_mixed,31992,8,192,80,3035.919161,3025.893577,10.025584,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,0,prefill_or_mixed,32000,0,192,80,4640.876597,4507.274622,133.601975,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,1,prefill_or_mixed,31999,1,192,80,3029.637488,3021.400231,8.237257,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,2,prefill_or_mixed,31999,1,192,80,4716.987176,4710.142131,6.845045,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,3,prefill_or_mixed,31998,2,192,80,4710.722412,4704.470822,6.251590,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,4,prefill_or_mixed,31997,3,192,80,4718.980286,4712.671510,6.308776,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,5,prefill_or_mixed,31996,4,192,80,4717.313993,4711.020949,6.293044,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,6,prefill_or_mixed,31995,5,192,80,4719.941880,4713.218890,6.722990,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,7,prefill_or_mixed,31994,6,192,80,4725.228056,4718.962745,6.265311,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,8,prefill_or_mixed,31993,7,192,80,6417.959470,6407.430903,10.528567,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp0_dcp0_ep4_rank0.1783355697180170672.pt.trace.json.gz,dp1_rank0,9,prefill_or_mixed,31992,8,192,80,3035.601443,3027.005248,8.596195,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,0,prefill_or_mixed,32000,0,192,80,4639.653209,4501.013181,138.640028,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,1,prefill_or_mixed,31999,1,192,80,3029.820515,3021.110471,8.710044,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,2,prefill_or_mixed,31999,1,192,80,4716.817849,4710.193226,6.624623,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,3,prefill_or_mixed,31998,2,192,80,4711.432843,4704.686131,6.746712,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
