source,row_type,phase,row_kind,category,bucket_tokens,decode_batch,actual_ms,predicted_ms,error_pct,fold,gate,sample_count,median_error_pct,p90_error_pct,loo_gate,note,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,8000,34,219.802784,,,frontier,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,32000,0,495.698383,,,frontier,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,32000,8,495.698383,,,interpolation_gap,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,48005,5,3015.622222,,,interpolation_gap,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,48010,10,2566.072112,,,interpolation_gap,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,56009,9,2991.725381,,,interpolation_gap,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_detail,mixed_prefill,category,other_cuda,64001,1,1806.325330,,,frontier,not_counted,,,,,leave_one_out_inner_only,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,collective_other,,,,,,frontier,,2,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,collective_other,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,ep_a2a,,,,,,frontier,,2,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,ep_a2a,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,moe_gemm_or_aux,,,,,,frontier,,2,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,moe_gemm_or_aux,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,other_cuda,,,,,,frontier,,2,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,decode,category,other_cuda,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,collective_other,,,,,,frontier,,3,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,ep_a2a,,,,,,frontier,,4,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,ep_a2a,,,,,,interior,,32,6.056824,25.246530,failed,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,ep_a2a,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,moe_gemm_or_aux,,,,,,frontier,,4,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,moe_gemm_or_aux,,,,,,interior,,32,6.444805,22.891349,failed,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,moe_gemm_or_aux,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,other_cuda,,,,,,frontier,,4,,,not_counted,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,other_cuda,,,,,,interior,,32,5.984922,24.642132,failed,,false,false,false,false,false,true,No-Go
phase444_loo_serving_state,loo_summary,mixed_prefill,category,other_cuda,,,,,,interpolation_gap,,5,,,not_counted,,false,false,false,false,false,true,No-Go
