source,row_type,scenario,artifact_dir,window,trace_file,step_index,step_type,decode_batch,category,real_wall_ms_per_rank,real_cuda_ms_per_rank,bubble_ms_per_rank,bubble_share,sim_ms_per_step,real_sim_ratio,real_slope_ms_per_request,sim_slope_ms_per_request,real_sim_slope_ratio,phase426_steady_metric_penalty,phase426_prefill_share,phase426_decode_gap_share,phase426_peer_stall_share,phase428_reconstruction_error_pct,phase428_reconstruction_gate,prefill_step_count,decode_step_count,prefill_verdict,decode_verdict,mechanism_verdict,phase429_runtime_target,phase429_perfdb_target,phase405_penalty_read,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,11,decode_only,51,mla_attention,39.869383,12.231091,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,11,decode_only,51,moe_gemm_or_aux,39.869383,12.168035,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,11,decode_only,51,other_cuda,39.869383,2.312517,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,11,decode_only,51,tp_or_dp_allreduce,39.869383,0.819405,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,,39.727651,,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,dense_gemm,39.727651,5.013084,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,ep_a2a,39.727651,7.282590,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,memcpy_memset,39.727651,0.168024,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,mla_attention,39.727651,12.233494,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,moe_gemm_or_aux,39.727651,11.993278,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,other_cuda,39.727651,2.320433,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,12,decode_only,51,tp_or_dp_allreduce,39.727651,0.819113,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,,40.138301,,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,dense_gemm,40.138301,5.001899,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,ep_a2a,40.138301,7.522407,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,memcpy_memset,40.138301,0.165944,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,mla_attention,40.138301,12.234418,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,moe_gemm_or_aux,40.138301,12.176165,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,other_cuda,40.138301,2.320072,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,13,decode_only,51,tp_or_dp_allreduce,40.138301,0.825008,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,,40.515626,,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,dense_gemm,40.515626,5.000186,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,ep_a2a,40.515626,7.684489,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,memcpy_memset,40.515626,0.167277,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,mla_attention,40.515626,12.235656,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,moe_gemm_or_aux,40.515626,12.394671,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,other_cuda,40.515626,2.319474,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,14,decode_only,51,tp_or_dp_allreduce,40.515626,0.828737,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,,39.755267,,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,dense_gemm,39.755267,4.982501,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,ep_a2a,39.755267,7.343430,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,memcpy_memset,39.755267,0.165313,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,mla_attention,39.755267,12.237763,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,moe_gemm_or_aux,39.755267,12.004421,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,other_cuda,39.755267,2.313293,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,15,decode_only,51,tp_or_dp_allreduce,39.755267,0.823616,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,,40.435723,,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,dense_gemm,40.435723,5.017255,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,ep_a2a,40.435723,7.756978,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,memcpy_memset,40.435723,0.168681,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,mla_attention,40.435723,12.237380,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,moe_gemm_or_aux,40.435723,12.190364,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,other_cuda,40.435723,2.324432,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,16,decode_only,51,tp_or_dp_allreduce,40.435723,0.829560,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,17,decode_only,51,,40.422912,,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,17,decode_only,51,dense_gemm,40.422912,4.992363,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
phase428_perstep_kernel_attrib,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase427_kernel_profile/K2.5-tp4ep8dp2-8k2k,decode,,17,decode_only,51,ep_a2a,40.422912,7.726180,0.000000,0.000000,,,,,,1.516977,0.595460,0.357492,0.047048,,blocked_prefill_not_captured,0,70,prefill_steps_not_captured,decode_batch_span_too_narrow_for_slope,phase427_trace_decode_only_prefill_recollect_required,recollect_true_mixed_prefill_window_before_runtime_change,recollect_decode_batch_sweep_then_reprofile_prefill,false,false,false,false,false,false,true,No-Go
