section,metric,value,target,status,note
failure_id,item_147,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_148,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_149,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-deepseek-ai/DeepSeek-V3],,historical_unresolved,
failure_id,item_150,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_151,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_152,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_153,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_154,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_155,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_156,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_157,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_158,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-b200_sxm-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_159,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_160,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_161,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_162,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_163,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_164,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_165,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_166,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_167,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_168,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-deepseek-ai/DeepSeek-V3],,historical_unresolved,
failure_id,item_169,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_170,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_171,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_172,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_173,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_174,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_175,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_176,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_177,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-gb200-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_178,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_179,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_180,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_181,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_182,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_183,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_184,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_185,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_186,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_187,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-deepseek-ai/DeepSeek-V3],,historical_unresolved,
failure_id,item_188,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_189,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_190,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_191,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_192,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_193,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_194,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_195,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_196,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h100_sxm-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_197,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_198,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_199,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_200,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_201,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_202,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_203,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_204,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_205,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_206,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-deepseek-ai/DeepSeek-V3],,historical_unresolved,
failure_id,item_207,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_208,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_209,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_210,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_211,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_212,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_213,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_214,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_215,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-h200_sxm-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_216,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_217,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_218,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_219,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_220,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_221,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_222,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_223,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_224,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_225,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-deepseek-ai/DeepSeek-V3],,historical_unresolved,
failure_id,item_226,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_227,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_228,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_229,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_230,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_231,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_232,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_233,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_234,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[trtllm-l40s-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_235,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_236,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_237,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_238,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_239,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_240,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_241,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_242,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_243,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_244,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_245,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_246,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_247,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_248,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_249,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_250,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_251,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_252,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-a100_sxm-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_253,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_254,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_255,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_256,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_257,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_258,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_259,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_260,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_261,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_262,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_263,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_264,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_265,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_266,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_267,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_268,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_269,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_270,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-gb200-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_271,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_272,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_273,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_274,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_275,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_276,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_277,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_278,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_279,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_280,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_281,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_282,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_283,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_284,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_285,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_286,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_287,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_288,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h100_sxm-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_289,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_290,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_291,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_292,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_293,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_294,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_295,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_296,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_297,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_298,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_299,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_300,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-meta-llama/Llama-2-7b-hf],,historical_unresolved,
